minute,clock,participantId,champion,team,x,y,zone,totalGold,currentGold,xp,level,laneCS,jungleCS,dmgToChamps_cum,dmgTaken_cum,dmgToChamps_delta,ccApplied_ms
26,26:00,9,Jhin,200,5931,5693,mid_lane,11481,521,13587,15,198,0,14886,16523,2136,118589
26,26:00,10,Seraphine,200,5755,5971,mid_lane,8122,442,10858,13,25,0,15285,17011,1093,232207
27,27:00,1,Darius,100,1307,8794,top_lane,8526,771,12884,14,141,0,18801,24971,0,77351
27,27:00,2,Sylas,100,2564,8399,blue_jungle_top,15570,936,15353,16,24,184,29324,34618,0,494897
27,27:00,3,Viktor,100,8790,1416,bot_lane,9699,560,12670,14,209,1,31426,20053,0,783089
27,27:00,4,Kaisa,100,6578,3155,blue_jungle_bot,15628,498,14539,15,263,4,22293,11228,1948,42313
27,27:00,5,Leona,100,5518,5953,mid_lane,8027,482,9589,12,19,0,8874,22285,0,242656
27,27:00,6,Renekton,200,10299,9717,mid_lane,12368,209,17190,17,198,0,25471,34106,0,27229
27,27:00,7,Ekko,200,12483,6502,red_jungle_bot,15714,2115,15816,16,37,188,23540,28991,0,451387
27,27:00,8,Nasus,200,13960,14280,red_base,10110,70,13899,15,172,0,11385,37811,0,138689
27,27:00,9,Jhin,200,11624,1759,bot_lane,12105,1146,14068,15,205,0,14886,16981,0,123972
27,27:00,10,Seraphine,200,13849,13652,red_base,8576,496,11047,13,25,0,15560,17162,275,236150
28,28:00,1,Darius,100,1217,4880,top_lane,8777,1022,13139,15,146,0,19076,25138,275,79402
28,28:00,2,Sylas,100,2252,5492,blue_jungle_top,16050,1416,16236,16,26,195,29929,34897,605,517429
28,28:00,3,Viktor,100,1638,5074,top_lane,10053,223,13316,15,220,1,33649,20087,2223,817295
28,28:00,4,Kaisa,100,2106,5403,top_lane,16078,949,15120,16,278,4,24584,11385,2291,42313
28,28:00,5,Leona,100,1827,5532,top_lane,8274,719,10206,13,21,0,9251,22368,377,242656
28,28:00,6,Renekton,200,879,5786,top_lane,12786,626,17614,17,200,4,25471,34652,0,41692
28,28:00,7,Ekko,200,1039,5700,top_lane,16185,485,16318,16,40,192,23540,29211,0,458889
28,28:00,8,Nasus,200,1622,5854,top_lane,10585,545,14435,15,178,0,11735,41308,350,152417
28,28:00,9,Jhin,200,1144,6085,top_lane,12653,573,14404,15,213,4,14886,17798,0,144041
28,28:00,10,Seraphine,200,1549,6205,top_lane,8850,270,11286,13,25,0,15560,18394,0,236919
29,29:00,1,Darius,100,1100,7675,top_lane,8988,133,13744,15,147,0,19089,27901,13,82575
29,29:00,2,Sylas,100,1748,7504,top_lane,16396,1762,16675,17,27,195,33938,40944,4009,529428
29,29:00,3,Viktor,100,2159,1661,blue_jungle_bot,10445,616,13922,15,228,1,35059,22981,1410,860715
29,29:00,4,Kaisa,100,3284,9074,blue_jungle_top,17516,487,15500,16,279,4,29193,14340,4609,47439
29,29:00,5,Leona,100,2404,2470,blue_jungle_top,8567,162,10997,13,21,0,9919,25501,668,267922
29,29:00,6,Renekton,200,2157,5428,top_lane,13041,132,17988,17,201,4,27580,38467,2109,48575
29,29:00,7,Ekko,200,2862,1926,blue_jungle_bot,17787,2087,17412,17,46,192,31901,32073,8361,509800
29,29:00,8,Nasus,200,12406,12398,red_jungle_bot,10787,347,14712,16,178,0,12155,42436,420,170390
29,29:00,9,Jhin,200,3283,3903,blue_jungle_top,13797,1717,15757,16,216,4,19017,19824,4131,148078
29,29:00,10,Seraphine,200,2699,3135,blue_jungle_top,9731,1151,13039,15,29,0,17771,19383,2211,264429
30,30:00,1,Darius,100,8701,3402,blue_jungle_bot,9385,530,15103,16,157,0,20039,29257,950,85347
30,30:00,2,Sylas,100,8462,2872,blue_jungle_bot,16690,2056,17087,17,28,195,36698,43198,2760,533871
30,30:00,3,Viktor,100,7963,2364,blue_jungle_bot,12362,2532,14934,16,241,1,37526,23177,2467,920713
30,30:00,4,Kaisa,100,7605,3045,blue_jungle_bot,17908,879,15998,16,281,4,32289,14680,3096,47439
30,30:00,5,Leona,100,7458,3204,blue_jungle_bot,8861,455,11839,14,21,0,10391,29435,472,277308
30,30:00,6,Renekton,200,10118,2582,blue_jungle_bot,13522,612,18399,18,208,4,28029,38508,449,55489
30,30:00,7,Ekko,200,6612,3157,blue_jungle_bot,18173,524,17943,17,47,200,33988,36572,2087,516347
30,30:00,8,Nasus,200,8626,2575,blue_jungle_bot,10934,494,14763,16,178,0,13416,45258,1261,200061
30,30:00,9,Jhin,200,9337,5580,bot_river,14099,115,15866,16,217,4,19732,19824,715,159257
30,30:00,10,Seraphine,200,7690,3334,blue_jungle_bot,9933,1353,13039,15,29,0,21199,22226,3428,317113
31,31:00,1,Darius,100,6133,973,bot_lane,9811,257,15771,16,165,0,20487,29806,448,87251
31,31:00,2,Sylas,100,6365,9228,top_river,17303,769,18296,17,37,203,36698,43717,0,553956
31,31:00,3,Viktor,100,5398,6259,mid_lane,12742,962,15517,16,250,1,38140,23372,614,948978
31,31:00,4,Kaisa,100,2586,12064,top_river,18888,819,17226,17,301,4,33640,14993,1351,47439
31,31:00,5,Leona,100,6388,8872,top_river,9067,157,12357,14,22,0,10391,29560,0,277308
31,31:00,6,Renekton,200,7306,1540,bot_lane,14002,1093,19096,18,220,4,28537,39615,508,57093
31,31:00,7,Ekko,200,7716,10912,red_jungle_top,18296,146,17943,17,47,200,33988,36572,0,516347
31,31:00,8,Nasus,200,14184,14338,red_base,11056,117,14763,16,178,0,13591,47309,175,222258
31,31:00,9,Jhin,200,7194,4880,blue_jungle_bot,14569,584,16604,17,221,15,19732,20607,0,164905
31,31:00,10,Seraphine,200,8399,10422,red_jungle_top,10109,149,13039,15,29,0,21199,22226,0,317113
32,32:00,1,Darius,100,6360,1012,bot_lane,10051,496,15991,16,169,0,21645,32864,1158,91528
32,32:00,2,Sylas,100,6017,10264,top_river,17441,407,18497,18,37,204,36698,47761,0,558604
32,32:00,3,Viktor,100,1342,2310,blue_jungle_top,13764,1984,17156,17,260,1,42456,26401,4316,1009437
32,32:00,4,Kaisa,100,2222,1632,blue_jungle_bot,20107,2038,18336,17,303,4,40920,16061,7280,47439
32,32:00,5,Leona,100,5460,8518,top_river,9404,494,12609,14,22,0,10965,33849,574,282568
32,32:00,6,Renekton,200,3193,3451,blue_jungle_top,15370,2461,20428,19,231,4,31278,43390,2741,58863
32,32:00,7,Ekko,200,4431,4890,mid_lane,19168,1019,19032,18,47,204,41214,36910,7226,553368
32,32:00,8,Nasus,200,1867,2060,blue_jungle_top,11542,602,15463,16,182,0,13727,52388,136,250102
32,32:00,9,Jhin,200,1804,1338,blue_base,15941,237,17824,17,226,18,22980,23342,3248,186109
32,32:00,10,Seraphine,200,6341,10106,red_jungle_top,10559,599,13643,15,29,0,22302,25214,1103,340965
32,32:18,1,Darius,100,1555,1207,blue_base,11129,1575,17193,17,169,0,24722,33250,3077,113930
32,32:18,2,Sylas,100,6017,10264,top_river,17478,444,18497,18,37,204,36698,47761,0,558604
32,32:18,3,Viktor,100,1342,2310,blue_jungle_top,13801,2021,17156,17,260,1,42456,26401,0,1009437
32,32:18,4,Kaisa,100,2004,1987,blue_jungle_bot,21053,2984,19519,18,308,4,42894,17494,1974,47439
32,32:18,5,Leona,100,5460,8518,top_river,9457,547,12609,14,22,0,10965,33849,0,282568
32,32:18,6,Renekton,200,2750,1736,blue_jungle_bot,15441,1381,20540,19,233,4,32684,46113,1406,60433
32,32:18,7,Ekko,200,1645,2019,blue_jungle_top,19275,1125,19132,18,48,204,41626,39741,412,554724
32,32:18,8,Nasus,200,1867,2060,blue_jungle_top,11578,639,15463,16,182,0,13727,52388,0,250102
32,32:18,9,Jhin,200,1804,1338,blue_base,15978,274,17824,17,226,18,22980,23342,0,186109
32,32:18,10,Seraphine,200,6341,10106,red_jungle_top,10612,652,13643,15,29,0,22302,25214,0,340965
